Name,Score,Age,Ethinicity,Subject,Sex,ID
JOHN MURPHY,59,19,Hispanic,Data Structue,F,270
JOHN MURPHY,82,21,Hispanic,Data Structue,M,271
JOHN NESTOR,76,20,White American,Data Structue,M,272
JOHN RAHAIM,89,18,Hispanic,Data Structue,M,273
JOHN ROCCO,47,20,White American,Data Structue,M,274
JOHN SANFORD JR,85,18,White American,Data Structue,F,275
JOHN STANFIELD,59,19,White American,Data Structue,M,276
JOHN TURSI,59,19,African American,Data Structue,M,277
JOHN VAN KOLL,85,18,White American,Data Structue,M,278
JOHNSON YOU,60,18,White American,Data Structue,M,279
JON WALTON,59,19,European American,Data Structue,F,280
JONATHAN BAXTER,39,19,European American,Data Structue,M,281
JONES WONG,85,20,White American,Data Structue,M,282
JOSE CASTILLO,39,21,White American,Data Structue,M,283
JOSE VELO,47,20,Hispanic,Data Structue,M,284
JOSEPH CUFF,69,18,Hispanic,Data Structue,F,285
JOSEPH DRISCOLL,47,18,White American,Data Structue,M,286
JOSEPH FISCHER-III,89,18,White American,Data Structue,M,287
JOSEPH FONG,89,18,White American,Data Structue,M,288
JOSEPH MAYERS,79,19,European American,Data Structue,M,289
JOSEPH WOODS,85,20,White American,Data Structue,F,290
JOSEPHINE RAPADAS,60,19,European American,Data Structue,M,291
JOSHUA BAMBERGER,89,20,European American,Data Structue,M,292
JOSHUA KUMLI,82,19,European American,Data Structue,M,293
JUDY MELINEK,79,19,White American,Data Structue,M,294
JULIA M C FRIEDLANDER,60,18,European American,Data Structue,F,295
JULIE LABONTE,89,20,European American,Data Structue,M,296
JULIE VAN NOSTERN,85,18,African American,Data Structue,M,297
JULIET ELLIS,89,20,European American,Data Structue,M,298
JULIO ESCOBAR,79,18,White American,Data Structue,M,299
JUNE CRAVET,85,18,Hispanic,Data Structue,F,300
KANDACE BENDER,58,19,White American,Data Structue,M,301
KAREN ROYE,47,18,White American,Data Structue,M,302
KARL JURGENSON,79,19,European American,Data Structue,M,303
KATE HERRMAN STACY,60,21,Hispanic,Data Structue,M,304
KATHLEEN MAXWELL,47,20,African American,Data Structue,F,305
KATHRYN BALLOU,76,20,Hispanic,Data Structue,M,306
KATHRYN FOWLER,69,18,European American,Data Structue,M,307
KATHRYN HOW,69,18,White American,Data Structue,M,308
KEITH SANFORD,58,19,European American,Data Structue,M,309
KEN YEE,82,19,European American,Data Structue,F,310
KENNETH CORDERO,85,20,Hispanic,Data Structue,M,311
KENNETH SMITH,69,18,White American,Data Structue,M,312
KEVIN BARRY,60,21,European American,Data Structue,M,313
KEVIN BURKE,76,18,White American,Data Structue,M,314
KEVIN CASHMAN,39,21,Hispanic,Data Structue,F,315
KEVIN JONES,60,19,Hispanic,Data Structue,M,316
KEVIN KUHN,60,19,Hispanic,Data Structue,M,317
KEVIN LABANOWSKI,85,20,White American,Data Structue,M,318
KEVIN SMITH,60,19,White American,Data Structue,M,319
KEVIN TAYLOR,69,18,White American,Data Structue,F,320
KHAIRUL ALI,85,20,White American,Data Structue,M,321
KHOA TRINH,39,18,Hispanic,Data Structue,M,322
KIMIKO BURTON,69,18,White American,Data Structue,M,323
KIRK RICHARDSON,69,20,European American,Data Structue,M,324
KIRSTEN BARASH,59,21,European American,Data Structue,F,325
L MILITELLO,60,19,White American,Data Structue,M,326
LAN LEE,79,19,White American,Data Structue,M,327
LARRY MITCHELL,59,21,White American,Data Structue,M,328
LAUIFI SEUMAALA,89,20,White American,Data Structue,M,329
LAURENCE RAMLAN,89,18,European American,Data Structue,F,330
LAWRENCE FREED,89,18,Hispanic,Data Structue,M,331
LAWRENCE LEE,47,20,White American,Data Structue,M,332
LAWRENCE NICHOLLS,60,19,Hispanic,Data Structue,M,333
LENETTE THOMPSON,60,18,Hispanic,Data Structue,M,334
LENORA JACOBS,47,20,European American,Data Structue,F,335
LEON KUO,89,20,Hispanic,Data Structue,M,336
LEON WHITE,85,20,White American,Data Structue,M,337
LEONARD BROBERG,59,19,Hispanic,Data Structue,M,338
LEONARDO FERMIN,82,18,White American,Data Structue,M,339
LESLIE DUBBIN,82,21,White American,Data Structue,F,340
LINDA ROSS,59,19,European American,Data Structue,M,341
LISA GOLDEN,60,19,African American,Data Structue,M,342
LISA HOFFMANN,60,21,White American,Data Structue,M,343
LISETTE ADAMS,39,18,White American,Data Structue,M,344
LORI BORGHI,82,21,European American,Data Structue,F,345
LORRIE KALOS,89,20,White American,Data Structue,M,346
LOUIS CASSANEGO,60,19,European American,Data Structue,M,347
LUIS HERRERA,85,18,Hispanic,Data Structue,M,348
LUIS IBARRA-RIVERA,79,19,White American,Data Structue,M,349
LYN TOMIOKA,59,19,White American,Data Structue,F,350
MADONNA VALENCIA,69,18,White American,Data Structue,M,351
MAGALY SAADE,25,18,European American,Data Structue,M,352
MAMI SUZUKI-VIDALON,59,18,White American,Data Structue,M,353
MANUEL PEGUEROS,89,18,Hispanic,Data Structue,M,354
MARGARET CALLAHAN,76,20,White American,Data Structue,F,355
MARGARET HANNAFORD,76,18,White American,Data Structue,M,356
MARGARET RYKOWSKI,59,18,Hispanic,Data Structue,M,357
MARIA BEE,82,21,White American,Data Structue,M,358
MARISA MORET,69,18,White American,Data Structue,M,359
MARK CASTAGNOLA,39,21,White American,Data Structue,F,360
MARK GAMBLE,39,18,Hispanic,Data Structue,M,361
MARK GONZALES,69,20,African American,Data Structue,M,362
MARK HERNANDEZ,82,19,European American,Data Structue,M,363
MARK JOHNSON,79,19,White American,Data Structue,M,364
MARK KEARNEY,60,19,White American,Data Structue,F,365
MARK SENORES,60,18,European American,Data Structue,M,366
MARK SMITH,69,20,Hispanic,Data Structue,M,367
MARK SOLOMON,69,20,European American,Data Structue,M,368
MARTIEN VERHAEG,39,19,European American,Data Structue,M,369
MARTIN BELTRAN,85,20,White American,Data Structue,F,370
MARTIN GRAN,85,18,European American,Data Structue,M,371
MARTIN HALLORAN,76,18,Hispanic,Data Structue,M,372
MARTIN LALOR JR,69,20,White American,Data Structue,M,373
MARTY ROSS,85,20,Hispanic,Data Structue,M,374
MARY TSE,82,19,European American,Data Structue,F,375
MASAE KAWAMURA,82,21,White American,Data Structue,M,376
MATTHEW CANNON,60,19,White American,Data Structue,M,377
MATTHEW MCNAUGHTON,89,18,White American,Data Structue,M,378
MATTHEW ROTHSCHILD,39,18,White American,Data Structue,M,379
MELANY BRANDON,47,20,White American,Data Structue,F,380
MELISSA LERMA,85,20,European American,Data Structue,M,381
MERCEDES GERMAN,69,18,European American,Data Structue,M,382
MICHAEL AHERN,60,21,Hispanic,Data Structue,M,383
MICHAEL BELLO,60,19,White American,Data Structue,M,384
MICHAEL BIEL,85,20,White American,Data Structue,F,385
MICHAEL BROWNE,79,18,White American,Data Structue,M,386
MICHAEL BRYANT,76,20,European American,Data Structue,M,387
MICHAEL CARLIN,60,19,White American,Data Structue,M,388
MICHAEL CASTAGNOLA,69,18,White American,Data Structue,M,389
MICHAEL COLEMAN,85,18,European American,Data Structue,F,390
MICHAEL CONNOLLY,39,19,White American,Data Structue,M,391
MICHAEL DALY,76,20,White American,Data Structue,M,392
MICHAEL DELANE,85,20,White American,Data Structue,M,393
MICHAEL DRENNAN,69,18,White American,Data Structue,M,394
MICHAEL DUDOROFF,76,20,European American,Data Structue,F,395
MICHAEL ELLIS,89,20,European American,Data Structue,M,396
MICHAEL GONZALES,82,19,White American,Data Structue,M,397
MICHAEL HENNESSEY,59,19,White American,Data Structue,M,398
MICHAEL KEARNEY,79,21,Hispanic,Data Structue,M,399
MICHAEL MORRIS,85,18,White American,Data Structue,F,400
MICHAEL MOYNIHAN,85,20,Hispanic,Data Structue,M,401
MICHAEL PHILPOTT,47,20,Hispanic,Data Structue,M,402
MICHAEL QUAN,89,20,White American,Data Structue,M,403
MICHAEL ROLOVICH,89,18,African American,Data Structue,M,404
MICHAEL SIMMONS,47,18,Hispanic,Data Structue,F,405
MICHAEL SMITH,39,19,White American,Data Structue,M,406
MICHAEL THOMPSON,69,18,White American,Data Structue,M,407
MICHAEL THOMPSON,59,18,White American,Data Structue,M,408
MICHAEL WALSH,39,19,European American,Data Structue,M,409
MICHAEL WHOOLEY,76,18,European American,Data Structue,F,410
MIKAIL ALI,76,18,Hispanic,Data Structue,M,411
MIKE BREILING,60,19,European American,Data Structue,M,412
MILTON ESTES,59,21,White American,Data Structue,M,413
MIRIAM DAMON,60,19,White American,Data Structue,M,414
MITCHELL LEE,89,18,White American,Data Structue,F,415
MIVIC HIROSE,39,21,White American,Data Structue,M,416
MOHAMMED NURU,59,19,European American,Data Structue,M,417
MONICA FIELDS,,19,European American,Data Structue,M,418
MONIQUE MOYER,59,19,Hispanic,Data Structue,M,419
MONIQUE ZMUDA,79,18,White American,Data Structue,F,420
MORGAN PETITI,69,18,Hispanic,Data Structue,M,421
MYO CHANG,76,20,African American,Data Structue,M,422
NANCY LEW,76,20,White American,Data Structue,M,423
NANCY PARKER,60,21,White American,Data Structue,M,424
NATHAN HARDY,79,19,European American,Data Structue,F,425
NATHANIEL FORD,69,18,White American,Data Structue,M,426
NEIL SWENDSEN,85,20,White American,Data Structue,M,427
NELA PONFERRADA,59,19,Hispanic,Data Structue,M,428
NELSON ACETO,76,20,White American,Data Structue,M,429
NEREE DASTOUS,39,18,European American,Data Structue,F,430
NICHOLAS COLANGELO,89,20,European American,Data Structue,M,431
NICOL JURATOVAC,82,18,White American,Data Structue,M,432
NICOLETTE DIVECCHIO,47,18,White American,Data Structue,M,433
NIKOLAS LEMOS,76,18,White American,Data Structue,M,434
NOEL MORONEY,60,19,White American,Data Structue,F,435
NOREEN AMBROSE,85,20,White American,Data Structue,M,436
OLLIE BANKS,39,18,White American,Data Structue,M,437
OSCAR CABRERA,47,18,European American,Data Structue,M,438
OWEN CLEMENTS,79,19,White American,Data Structue,M,439
PABLO SIGUENZA,85,18,White American,Data Structue,F,440
PATRIC STEELE,47,18,European American,Data Structue,M,441
PATRICIA CARR,82,19,Hispanic,Data Structue,M,442
PATRICIA JACKSON,79,18,European American,Data Structue,M,443
PATRICIA O'CONNER,39,19,Hispanic,Data Structue,M,444
PATRICK GARDNER,47,18,White American,Data Structue,F,445
PATRICK MULLANEY,69,20,Hispanic,Data Structue,M,446
PAUL CHIGNELL,79,19,African American,Data Structue,M,447
PAUL HENDERSON,60,19,White American,Data Structue,M,448
PAUL LEE,76,20,White American,Data Structue,M,449
PAUL URQUIAGA,79,19,Hispanic,Data Structue,F,450
PAULINE MARX,76,20,White American,Data Structue,M,451
PERRY LEONG,76,18,European American,Data Structue,M,452
PETE FAY JR,89,18,Hispanic,Data Structue,M,453
PETER THOSHINSKY,79,19,Hispanic,Data Structue,M,454
PHILIP GINSBURG,69,20,White American,Data Structue,F,455
PHILIP PERA,85,20,Hispanic,Data Structue,M,456
PHILIP STEVENS,89,18,White American,Data Structue,M,457
PIERRE FRANCOIS,89,20,European American,Data Structue,M,458
PIERRE MARTINEZ,47,18,European American,Data Structue,M,459
RAEMONA WILLIAMS,79,18,African American,Data Structue,F,460
RAJIV BHATIA,89,20,White American,Data Structue,M,461
RANDY LY,59,19,European American,Data Structue,M,462
RANDY MANNING,85,20,White American,Data Structue,M,463
RASMI CHAN,69,20,Hispanic,Data Structue,M,464
RAUL FRANCISCO,,21,White American,Data Structue,F,465
RAY CRAWFORD,47,20,Hispanic,Data Structue,M,466
RAYMOND CHAVEZ,82,21,European American,Data Structue,M,467
RAYMOND GUZMAN,60,18,White American,Data Structue,M,468
RAYMOND KOENIG,47,18,Hispanic,Data Structue,M,469
REGINA GOMEZ,76,18,White American,Data Structue,F,470
RENEE MARQUARDT,76,18,White American,Data Structue,M,471
REX HALE,47,20,Hispanic,Data Structue,M,472
RICHARD BUSALACCHI,79,21,African American,Data Structue,M,473
RICHARD CORRIEA,39,21,Hispanic,Data Structue,M,474
RICHARD CURRIE,85,20,White American,Data Structue,F,475
RICHARD ELLIOTT,76,20,White American,Data Structue,M,476
RICHARD PARRY,39,19,White American,Data Structue,M,477
RICHARD UNTALAN,69,18,White American,Data Structue,M,478
RICHARD VAN KOLL,89,18,White American,Data Structue,M,479
RICHARD ZERCHER,82,21,White American,Data Structue,F,480
RICKY HUI,82,19,White American,Data Structue,M,481
ROBERT BONNET,79,18,Hispanic,Data Structue,M,482
ROBERT BRYAN,76,20,European American,Data Structue,M,483
ROBERT CHIN,60,19,White American,Data Structue,M,484
